loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_start_date,loan_status
2648,4863,Car Loan,624422,14.88,2022-11-23,Active
2649,4445,Home Loan,3944237,10.17,2022-12-04,Active
2650,5375,Education Loan,1457357,7.12,2019-01-14,Closed
2651,1589,Education Loan,2269675,7.86,2021-07-25,Closed
2652,2797,Car Loan,2215440,13.83,2018-09-09,Active
2653,4231,Personal Loan,1162351,10.52,2023-04-17,Active
2654,1370,Education Loan,582179,12.81,2022-12-30,Active
2655,3555,Education Loan,3111508,9.82,2021-07-19,Active
2656,2080,Personal Loan,3617680,14.94,2018-08-16,Active
2657,1425,Personal Loan,3915976,9.89,2022-07-17,Active
2658,340,Car Loan,3220952,8.48,2018-12-16,Active
2659,3503,Home Loan,1944772,8.46,2019-03-12,Active
2660,2230,Education Loan,833656,9.82,2022-01-21,Closed
2661,4726,Home Loan,1127030,14.07,2021-07-17,Active
2662,1168,Education Loan,1442685,12.3,2020-09-24,Active
2663,4251,Home Loan,3611855,8.51,2018-03-20,Default
2664,1355,Home Loan,276273,8.72,2021-02-25,Active
2665,3658,Personal Loan,4113265,10.99,2018-11-07,Active
2666,3987,Personal Loan,3875100,12.96,2023-03-25,Active
2667,3240,Education Loan,4176327,7.46,2023-04-02,Active
2668,3421,Education Loan,1536903,12.0,2022-01-11,Closed
2669,2563,Home Loan,3111383,14.27,2023-06-07,Closed
2670,3660,Personal Loan,3585080,10.61,2020-09-01,Active
2671,5452,Education Loan,3538752,12.26,2019-12-25,Default
2672,2900,Personal Loan,3504467,8.59,2020-02-19,Default
2673,3924,Home Loan,176848,8.0,2018-02-16,Default
2674,619,Home Loan,2741098,7.01,2021-03-18,Active
2675,1369,Education Loan,175410,12.59,2021-06-10,Active
2676,4580,Personal Loan,4650835,12.36,2023-01-07,Active
2677,1758,Home Loan,903552,15.24,2018-09-25,Active
2678,3065,Home Loan,3182698,13.39,2022-08-22,Active
2679,4115,Home Loan,4049716,7.46,2019-10-22,Closed
2680,5302,Education Loan,3028056,12.6,2021-07-09,Active
2681,4018,Personal Loan,1999773,8.44,2020-06-03,Closed
2682,2852,Car Loan,825705,13.83,2021-08-08,Active
2683,75,Education Loan,779176,8.05,2022-05-01,Default
2684,2529,Home Loan,1393275,14.33,2020-07-05,Closed
2685,5623,Education Loan,1361257,10.25,2020-04-08,Active
2686,5239,Home Loan,564784,12.63,2020-06-05,Active
2687,5457,Personal Loan,1381529,13.85,2021-08-30,Default
2688,3474,Education Loan,4563109,9.16,2020-12-06,Closed
2689,2082,Education Loan,1867384,15.28,2020-12-31,Active
2690,1199,Home Loan,262201,8.1,2019-04-20,Closed
2691,819,Education Loan,2338961,7.35,2020-08-25,Active
2692,4337,Education Loan,1500116,15.32,2022-07-12,Active
2693,5247,Home Loan,4206329,12.69,2022-07-02,Active
2694,4760,Home Loan,1180185,9.85,2021-05-23,Active
2695,2871,Car Loan,3380033,10.9,2021-01-28,Active
2696,2747,Car Loan,4564461,10.56,2021-08-13,Active
2697,2911,Personal Loan,2828034,8.46,2022-09-28,Active
2698,5414,Home Loan,2947104,15.15,2019-10-03,Active
2699,1199,Personal Loan,3564765,7.24,2021-03-02,Closed
2700,3449,Home Loan,1000676,12.41,2020-04-24,Active
2701,505,Education Loan,3998535,9.14,2018-04-14,Active
2702,4164,Home Loan,1508626,9.6,2022-11-13,Default
2703,1739,Home Loan,1492207,13.71,2023-05-16,Active
2704,2243,Car Loan,2053103,6.62,2018-10-23,Active
2705,4104,Education Loan,559481,11.27,2018-12-17,Closed
2706,4046,Car Loan,4022668,12.07,2019-01-09,Active
2707,2485,Personal Loan,4582373,14.38,2023-04-28,Active
2708,4171,Home Loan,3769487,12.87,2018-07-06,Active
2709,4023,Home Loan,1242376,12.38,2022-05-02,Active
2710,8,Personal Loan,391536,10.46,2019-06-02,Active
2711,1312,Personal Loan,2323569,11.6,2020-08-23,Closed
2712,813,Home Loan,1380648,12.39,2020-05-18,Active
2713,5109,Education Loan,4737813,12.51,2021-01-25,Active
2714,1824,Education Loan,4338752,7.14,2022-06-17,Active
2715,5676,Home Loan,4623567,14.77,2019-09-24,Default
2716,4465,Personal Loan,135400,15.25,2022-04-09,Closed
2717,1205,Home Loan,1218379,14.9,2023-05-04,Closed
2718,869,Car Loan,3788139,14.03,2022-10-21,Active
2719,3098,Home Loan,2770188,11.3,2018-07-23,Active
2720,710,Personal Loan,4999529,7.12,2022-08-12,Default
2721,4333,Personal Loan,3932175,15.48,2020-11-23,Active
2722,5538,Personal Loan,1266017,8.98,2018-09-03,Active
2723,641,Car Loan,2749633,11.09,2021-09-28,Closed
2724,2070,Home Loan,2657810,9.44,2021-08-19,Active
2725,5817,Home Loan,3364743,6.5,2019-12-14,Default
2726,5272,Education Loan,2082136,7.93,2020-10-14,Active
2727,3692,Personal Loan,945847,13.86,2022-01-20,Active
2728,3984,Car Loan,2974845,8.47,2023-04-13,Active
2729,2432,Home Loan,2892653,10.68,2022-10-02,Active
2730,5854,Education Loan,4725106,9.14,2023-03-22,Active
2731,5926,Home Loan,3133161,8.31,2019-04-17,Active
2732,3230,Car Loan,1279152,8.32,2022-11-08,Closed
2733,2883,Home Loan,3046168,8.66,2022-09-10,Active
2734,1779,Home Loan,893667,9.51,2019-07-19,Default
2735,733,Car Loan,3280660,8.99,2020-02-21,Closed
2736,3254,Home Loan,954561,11.98,2021-08-27,Active
2737,5960,Home Loan,102585,9.25,2022-06-22,Default
2738,3296,Education Loan,3116099,14.67,2019-02-25,Closed
2739,2290,Personal Loan,3666060,8.52,2021-12-08,Active
2740,4884,Personal Loan,3246822,7.03,2020-07-13,Closed
2741,1116,Home Loan,2653584,8.2,2020-04-15,Closed
2742,529,Home Loan,111486,11.97,2018-07-05,Closed
2743,2871,Car Loan,394758,12.93,2021-11-26,Active
2744,2249,Education Loan,4776236,10.69,2018-10-20,Default
2745,5952,Car Loan,934278,8.4,2018-03-20,Active
2746,3783,Home Loan,1918596,15.36,2020-11-25,Active
2747,190,Education Loan,1571753,8.42,2019-03-11,Active
2748,2383,Home Loan,618780,9.79,2018-05-09,Active
2749,4460,Home Loan,2241036,10.17,2022-06-07,Closed
2750,3815,Education Loan,4515864,13.14,2018-11-08,Closed
2751,3968,Home Loan,2752125,11.21,2018-08-20,Active
2752,1996,Education Loan,2386043,14.33,2023-05-08,Closed
2753,2406,Personal Loan,722769,10.1,2020-11-02,Default
2754,4267,Car Loan,3439905,8.49,2020-09-07,Closed
2755,202,Car Loan,4115051,13.03,2023-01-02,Active
2756,3897,Personal Loan,220743,8.65,2020-12-07,Active
2757,4187,Car Loan,4172748,12.33,2021-10-10,Active
2758,4345,Car Loan,3231662,10.67,2022-05-31,Closed
2759,730,Car Loan,343074,10.79,2023-03-18,Active
2760,3934,Home Loan,1638500,10.44,2018-04-17,Active
2761,3044,Personal Loan,3911514,12.48,2022-07-02,Active
2762,488,Personal Loan,4578284,10.85,2020-07-27,Default
2763,1018,Home Loan,4242984,6.81,2022-08-22,Active
2764,1612,Education Loan,139713,7.11,2021-02-16,Active
2765,5481,Home Loan,2873945,11.96,2021-07-03,Active
2766,4371,Home Loan,1823416,14.36,2023-06-12,Active
2767,3324,Education Loan,3361197,12.31,2022-11-06,Closed
2768,1094,Car Loan,1685349,11.33,2020-02-22,Active
2769,4390,Car Loan,3055635,14.54,2018-06-02,Active
2770,4043,Education Loan,3530876,6.63,2018-07-30,Closed
2771,4163,Car Loan,4665408,13.26,2022-10-07,Closed
2772,1777,Education Loan,4173874,15.38,2018-03-13,Closed
2773,4318,Home Loan,4502712,11.93,2022-10-21,Default
2774,4465,Education Loan,2790181,14.9,2019-04-27,Closed
2775,5947,Home Loan,410668,8.48,2018-08-13,Active
2776,3832,Home Loan,2993369,12.46,2018-09-30,Active
2777,2490,Home Loan,969393,7.5,2019-06-08,Active
2778,5367,Personal Loan,4528859,13.55,2019-05-19,Closed
2779,1057,Personal Loan,1685606,6.93,2018-08-25,Closed
2780,82,Home Loan,4986058,13.19,2022-09-26,Active
2781,3977,Car Loan,4338852,14.12,2020-04-29,Active
2782,3612,Home Loan,842412,9.97,2021-01-08,Active
2783,3257,Personal Loan,4567656,8.73,2018-12-16,Default
2784,2866,Personal Loan,2839873,10.87,2019-11-22,Active
2785,4494,Car Loan,3184900,10.01,2019-05-10,Closed
2786,2426,Home Loan,4263696,13.77,2018-04-05,Active
2787,2909,Personal Loan,1963261,15.32,2019-12-06,Active
2788,5115,Personal Loan,4428774,12.65,2021-05-03,Closed
2789,3086,Car Loan,361002,7.17,2020-08-07,Active
2790,588,Education Loan,3856484,11.13,2022-10-28,Active
2791,1508,Education Loan,541951,9.02,2020-03-11,Active
2792,5610,Home Loan,1031997,14.51,2020-07-26,Closed
2793,1833,Education Loan,211464,14.3,2022-12-07,Default
2794,460,Car Loan,550804,10.33,2019-08-16,Active
2795,1334,Home Loan,4484252,12.44,2021-10-12,Active
2796,4252,Personal Loan,1361483,14.83,2018-08-12,Closed
2797,3946,Home Loan,1030703,14.88,2022-10-28,Active
2798,496,Home Loan,2291533,9.61,2018-01-27,Closed
2799,4806,Home Loan,4071330,11.53,2022-05-13,Active
2800,2999,Home Loan,657363,10.02,2019-01-23,Active
2801,1249,Home Loan,2309430,12.68,2018-07-26,Active
2802,1301,Personal Loan,762320,8.37,2023-01-06,Active
2803,2577,Personal Loan,3373800,12.98,2019-12-14,Active
2804,3105,Education Loan,510461,14.79,2018-12-21,Active
2805,408,Education Loan,3288921,9.06,2021-04-09,Closed
2806,1859,Car Loan,3885005,7.3,2020-07-18,Active
2807,5821,Education Loan,2135541,9.2,2019-12-02,Closed
2808,730,Personal Loan,404518,8.25,2018-09-13,Closed
2809,3852,Home Loan,2391879,9.3,2022-12-27,Active
2810,360,Home Loan,4599550,14.83,2020-05-25,Active
2811,3919,Home Loan,3590161,15.22,2021-06-02,Active
2812,5204,Personal Loan,926744,11.18,2019-12-11,Active
2813,5227,Education Loan,528530,12.64,2018-06-30,Closed
2814,1335,Home Loan,3445889,9.8,2020-03-12,Closed
2815,415,Car Loan,4796268,8.81,2021-08-18,Active
2816,3973,Education Loan,1339504,11.76,2021-05-05,Active
2817,5094,Home Loan,1560542,10.18,2022-04-02,Closed
2818,5959,Car Loan,1146361,8.02,2019-04-25,Active
2819,2733,Education Loan,3189690,13.21,2022-04-02,Active
2820,1385,Personal Loan,2520895,11.83,2023-05-20,Active
2821,2924,Education Loan,3949672,15.07,2022-02-25,Closed
2822,1782,Personal Loan,3176555,8.51,2019-09-25,Active
2823,1427,Car Loan,4598383,11.2,2020-11-07,Active
2824,613,Home Loan,1360854,14.42,2021-12-04,Active
2825,1398,Home Loan,1448506,11.96,2023-04-03,Active
2826,2787,Education Loan,2267472,11.48,2020-04-24,Default
2827,176,Car Loan,4184892,15.29,2023-06-01,Closed
2828,5205,Personal Loan,1050039,10.56,2019-12-20,Default
2829,228,Home Loan,469117,6.68,2018-04-19,Active
2830,2402,Home Loan,1506926,14.23,2018-04-23,Active
2831,2291,Car Loan,1411895,13.01,2018-06-15,Active
2832,3085,Personal Loan,388844,13.56,2021-07-25,Active
2833,1990,Education Loan,3343066,9.87,2018-08-27,Closed
2834,3891,Car Loan,4882767,8.66,2020-03-01,Active
2835,845,Personal Loan,3421975,12.5,2020-04-28,Closed
2836,4309,Education Loan,1701972,7.09,2021-01-07,Active
2837,2719,Personal Loan,749412,13.57,2021-05-19,Active
2838,3258,Home Loan,3345577,6.79,2018-02-28,Active
2839,4227,Car Loan,1720109,14.87,2018-01-22,Closed
2840,1672,Personal Loan,4595293,6.65,2022-01-03,Active
2841,4986,Home Loan,4914826,11.75,2018-09-12,Default
2842,5159,Personal Loan,4017686,10.1,2018-03-05,Closed
2843,3535,Education Loan,2170519,7.15,2018-07-04,Active
2844,201,Car Loan,2941790,8.56,2023-05-30,Closed
2845,2092,Home Loan,2531020,8.48,2019-05-01,Default
2846,2050,Education Loan,1218025,12.56,2021-03-14,Active
2847,215,Home Loan,2939500,7.16,2021-05-27,Active
2848,674,Personal Loan,3792374,8.43,2020-10-03,Active
2849,3732,Education Loan,3186339,11.37,2022-11-29,Closed
2850,2555,Home Loan,4887507,9.77,2019-12-05,Active
2851,3819,Car Loan,4307055,8.95,2021-05-07,Closed
2852,637,Personal Loan,4236523,12.06,2022-01-05,Active
2853,4055,Personal Loan,4284626,13.09,2019-05-17,Active
2854,1713,Home Loan,322860,7.0,2021-04-30,Closed
2855,4250,Car Loan,3153729,8.22,2020-02-08,Closed
2856,1857,Car Loan,4572668,13.66,2019-09-17,Default
2857,4053,Education Loan,3446938,8.2,2023-01-25,Active
2858,5640,Home Loan,1110380,14.15,2022-11-21,Active
2859,3392,Personal Loan,3465445,9.33,2018-08-22,Closed
2860,463,Car Loan,4522390,9.34,2019-04-10,Active
2861,4562,Home Loan,4691815,7.67,2022-12-21,Active
2862,5332,Personal Loan,4271531,11.78,2019-08-11,Active
2863,5762,Personal Loan,4917306,7.66,2022-05-22,Active
2864,531,Car Loan,2907666,8.51,2022-11-22,Closed
2865,1799,Home Loan,3346356,7.99,2021-01-29,Closed
2866,3050,Home Loan,761954,12.48,2021-08-08,Active
2867,3735,Home Loan,612663,7.23,2018-07-07,Active
2868,5435,Home Loan,2405770,9.57,2018-06-19,Active
2869,3562,Home Loan,947666,11.45,2020-05-04,Closed
2870,1194,Education Loan,2000590,8.15,2020-01-07,Active
2871,934,Personal Loan,4054601,10.82,2020-10-23,Closed
2872,5509,Personal Loan,406581,14.24,2018-12-14,Active
2873,3540,Personal Loan,883084,14.74,2020-09-12,Active
2874,1707,Education Loan,4756140,12.82,2020-10-12,Active
2875,2146,Education Loan,4966303,10.52,2019-11-20,Closed
2876,3035,Education Loan,3920531,8.13,2018-06-01,Closed
2877,3395,Car Loan,2322566,7.13,2019-09-09,Closed
2878,5299,Home Loan,1215537,14.86,2021-04-28,Default
2879,4455,Personal Loan,4964335,10.85,2020-08-19,Closed
2880,4061,Personal Loan,2215282,13.37,2018-02-19,Active
2881,4175,Education Loan,3247425,8.31,2022-06-21,Active
2882,3660,Education Loan,4911200,6.59,2021-02-16,Active
2883,1241,Car Loan,3070747,7.34,2022-11-27,Active
2884,5341,Education Loan,4694102,6.74,2019-05-03,Closed
2885,263,Personal Loan,1492159,14.08,2022-10-30,Active
2886,161,Education Loan,2917427,7.58,2021-10-16,Active
2887,316,Home Loan,4353327,12.66,2021-02-24,Closed
2888,2246,Personal Loan,4727799,10.54,2020-02-26,Active
2889,4102,Education Loan,1785322,12.9,2022-10-30,Active
2890,5225,Car Loan,333263,8.89,2018-02-15,Active
2891,3567,Car Loan,3901972,14.17,2022-02-24,Active
2892,5541,Personal Loan,3760377,9.78,2021-01-10,Active
2893,1895,Car Loan,185176,10.63,2022-07-30,Active
2894,4644,Personal Loan,4304003,12.83,2022-06-21,Default
2895,5178,Personal Loan,4140889,12.11,2023-04-28,Active
2896,3605,Personal Loan,2048173,8.06,2018-07-05,Active
2897,420,Personal Loan,943836,12.42,2021-02-26,Closed
2898,1623,Home Loan,3071324,9.6,2020-07-25,Active
2899,4715,Education Loan,1818969,14.24,2022-03-28,Active
2900,2319,Personal Loan,3542015,9.26,2021-05-10,Active
2901,2777,Car Loan,2823292,14.35,2020-11-16,Active
2902,933,Home Loan,1153804,9.32,2018-12-30,Active
2903,4948,Personal Loan,3354464,6.85,2020-10-04,Active
2904,1214,Education Loan,192391,14.37,2018-11-06,Closed
2905,5898,Personal Loan,3337028,14.51,2018-07-23,Closed
2906,1613,Education Loan,3465794,13.13,2018-04-04,Default
2907,4813,Car Loan,4888652,8.85,2021-11-29,Closed
2908,4025,Home Loan,977935,13.92,2020-02-22,Closed
2909,3584,Car Loan,1399987,14.53,2018-07-27,Closed
2910,1252,Home Loan,4401499,13.64,2021-05-09,Active
2911,2312,Education Loan,727388,11.99,2020-09-30,Active
2912,4488,Home Loan,1149490,11.83,2023-04-06,Active
2913,3555,Car Loan,2568571,11.19,2023-03-07,Active
2914,3378,Education Loan,1163417,7.01,2021-09-15,Active
2915,4286,Education Loan,2355821,7.86,2018-01-07,Active
2916,52,Home Loan,1376351,15.0,2021-09-16,Active
2917,223,Car Loan,2844822,7.66,2018-12-29,Active
2918,4668,Home Loan,2801136,11.39,2022-06-08,Active
2919,1527,Car Loan,3322519,7.25,2018-09-04,Active
2920,5808,Car Loan,1441184,13.81,2018-08-07,Active
2921,3876,Car Loan,1426702,11.45,2021-04-08,Active
2922,2140,Education Loan,832829,14.88,2018-11-26,Default
2923,1620,Education Loan,4235145,8.49,2022-01-11,Active
2924,66,Car Loan,584387,9.09,2021-02-12,Active
2925,5959,Education Loan,1801171,15.25,2023-06-05,Active
2926,930,Car Loan,3124578,14.78,2021-05-02,Active
2927,3188,Car Loan,3512567,11.91,2020-01-02,Active
2928,71,Car Loan,4275988,10.42,2019-06-14,Active
2929,3967,Car Loan,1588888,14.37,2020-11-19,Closed
2930,3110,Personal Loan,1399670,14.26,2022-08-18,Default
2931,5898,Education Loan,120175,8.55,2021-12-12,Closed
2932,5407,Personal Loan,655374,6.66,2019-10-09,Closed
2933,5192,Personal Loan,635968,11.35,2023-02-06,Default
2934,3101,Car Loan,3320134,10.77,2021-10-06,Active
2935,556,Personal Loan,1660039,12.66,2020-03-08,Active
2936,5600,Car Loan,1019956,13.35,2022-09-25,Active
2937,5864,Home Loan,2658153,12.56,2021-10-13,Default
2938,2111,Car Loan,4816376,14.26,2023-04-20,Closed
2939,4860,Personal Loan,394774,11.94,2018-07-02,Active
2940,4842,Car Loan,3598834,7.46,2022-11-02,Active
2941,5252,Education Loan,3135711,9.71,2020-11-15,Active
2942,3041,Car Loan,3509958,10.22,2021-07-13,Active
2943,1434,Personal Loan,3528759,13.71,2019-03-12,Active
2944,3965,Car Loan,1140877,10.01,2019-04-15,Active
2945,4078,Car Loan,2915131,10.31,2019-05-02,Active
2946,2386,Education Loan,2426068,10.95,2023-06-17,Default
2947,3837,Education Loan,2673730,7.54,2020-10-03,Active
2948,5854,Car Loan,3438337,9.34,2018-01-31,Closed
2949,2953,Personal Loan,4120668,14.6,2021-12-01,Closed
2950,5000,Education Loan,382211,12.47,2019-09-28,Active
2951,5546,Education Loan,4884929,15.3,2019-06-21,Active
2952,5333,Home Loan,673926,11.53,2020-11-17,Default
2953,5062,Home Loan,1178361,10.17,2020-12-04,Active
2954,3117,Car Loan,668311,14.85,2020-10-01,Active
2955,2926,Home Loan,2838773,10.39,2018-10-27,Active
2956,1069,Home Loan,4985622,9.68,2023-01-09,Active
2957,1947,Car Loan,525681,9.2,2020-10-31,Active
2958,3303,Personal Loan,1396755,6.86,2021-08-19,Active
2959,1198,Education Loan,3488585,6.63,2023-02-13,Active
2960,3556,Home Loan,473156,12.03,2020-02-01,Active
2961,2727,Home Loan,3038079,12.51,2019-12-07,Active
2962,4586,Home Loan,3194349,10.8,2018-12-26,Active
2963,348,Education Loan,2704998,7.71,2021-11-10,Active
2964,5261,Car Loan,243541,14.92,2022-11-17,Active
2965,814,Car Loan,1167179,8.12,2020-06-18,Active
2966,2543,Home Loan,559296,9.37,2018-06-10,Active
2967,42,Car Loan,1375811,11.11,2022-03-30,Active
2968,5574,Personal Loan,915027,14.19,2018-09-15,Closed
2969,4164,Personal Loan,4829573,11.73,2019-05-07,Active
2970,2974,Home Loan,2212299,13.42,2020-01-03,Closed
2971,2920,Personal Loan,4960251,11.18,2020-11-13,Active
2972,5657,Car Loan,1501202,10.74,2023-01-13,Active
2973,4526,Home Loan,1355928,13.98,2019-10-13,Active
2974,3098,Car Loan,858815,10.69,2019-11-05,Active
2975,1047,Home Loan,3057695,8.72,2020-09-30,Active
2976,3983,Car Loan,2790270,13.76,2018-04-21,Active
2977,2301,Home Loan,3666903,9.04,2023-02-18,Default
2978,3353,Personal Loan,3152562,12.92,2022-09-18,Closed
2979,5357,Education Loan,4324201,8.16,2020-02-04,Active
2980,4783,Personal Loan,3281574,9.26,2020-12-23,Closed
2981,5747,Personal Loan,1666306,8.33,2021-09-24,Active
2982,809,Car Loan,4432901,7.15,2022-02-17,Active
2983,5833,Home Loan,727085,11.96,2019-10-22,Active
2984,5987,Education Loan,3568120,12.68,2020-01-25,Default
2985,594,Personal Loan,3654878,8.32,2018-11-12,Active
2986,2446,Education Loan,2826953,9.98,2021-02-12,Closed
2987,3412,Education Loan,4473311,7.35,2018-10-17,Active
2988,5403,Personal Loan,3043059,11.31,2019-09-20,Active
2989,5499,Car Loan,3055269,13.23,2023-04-17,Active
2990,5430,Car Loan,1903709,7.1,2020-07-10,Default
2991,5375,Home Loan,972940,6.57,2022-11-25,Active
2992,1794,Home Loan,2870014,9.76,2023-04-07,Active
2993,3174,Personal Loan,641058,11.14,2022-03-27,Closed
2994,4191,Car Loan,4162263,13.43,2018-07-06,Active
2995,5459,Car Loan,3464600,14.2,2022-08-07,Active
2996,3062,Education Loan,627226,10.25,2019-12-06,Active
2997,128,Personal Loan,4174652,6.68,2021-03-11,Active
2998,5321,Car Loan,1686785,8.95,2019-10-01,Active
2999,3614,Home Loan,2562091,10.09,2020-07-21,Active
3000,5193,Car Loan,4450562,7.17,2022-04-13,Active
3001,4556,Education Loan,882254,11.93,2021-01-02,Default
3002,5298,Personal Loan,4023094,9.76,2020-08-30,Active
3003,1121,Personal Loan,4403879,12.85,2020-08-28,Closed
3004,2486,Car Loan,4868204,14.83,2020-08-29,Closed
3005,1463,Personal Loan,3320942,8.08,2019-09-24,Active
3006,5954,Car Loan,669661,9.35,2022-01-15,Active
3007,4688,Education Loan,764804,13.5,2022-04-07,Active
3008,4054,Car Loan,1825102,6.65,2020-02-05,Closed
3009,5699,Home Loan,3980330,13.47,2023-06-02,Closed
3010,1820,Personal Loan,3314156,13.09,2022-07-06,Active
3011,285,Car Loan,455971,13.91,2023-02-01,Active
3012,2296,Car Loan,2979033,11.86,2022-09-10,Active
3013,5168,Education Loan,3982589,12.06,2018-10-25,Default
3014,3476,Car Loan,1690032,6.94,2020-01-25,Active
3015,856,Education Loan,3091429,7.28,2023-04-02,Active
3016,241,Home Loan,451934,7.58,2018-11-21,Active
3017,1996,Education Loan,4522168,10.01,2022-08-08,Active
3018,3078,Home Loan,2856413,12.97,2023-02-06,Closed
3019,859,Personal Loan,308427,12.64,2019-05-21,Active
3020,4817,Car Loan,4716327,9.04,2022-07-25,Active
3021,1942,Car Loan,3735509,8.75,2019-05-31,Default
3022,2424,Home Loan,4127781,13.76,2022-12-09,Closed
3023,1448,Education Loan,218176,9.07,2020-12-20,Closed
3024,5730,Home Loan,2352671,7.31,2018-07-20,Active
3025,2476,Car Loan,3442150,14.75,2022-07-28,Active
3026,4385,Car Loan,1849588,10.23,2022-11-24,Active
3027,2842,Personal Loan,220835,13.17,2019-05-21,Closed
3028,1466,Home Loan,164394,14.56,2018-07-17,Active
3029,3871,Education Loan,1199944,14.27,2021-09-01,Closed
3030,2111,Car Loan,2839706,9.84,2021-10-20,Active
3031,4775,Education Loan,4851746,8.56,2021-10-24,Active
3032,5782,Home Loan,3111681,14.9,2022-06-25,Active
3033,3944,Home Loan,3243898,7.4,2022-05-28,Active
3034,1751,Personal Loan,3841412,14.63,2019-11-21,Active
3035,3069,Personal Loan,3889503,13.38,2021-08-12,Active
3036,1255,Personal Loan,2451902,7.94,2022-05-30,Active
3037,1481,Personal Loan,695873,14.41,2020-02-15,Active
3038,2085,Home Loan,1426189,7.82,2021-07-15,Closed
3039,534,Education Loan,314105,7.06,2018-05-28,Closed
3040,5211,Home Loan,4900071,11.86,2021-06-09,Active
3041,1296,Car Loan,2886066,11.85,2022-07-21,Active
3042,5465,Car Loan,1668280,10.88,2019-12-26,Active
3043,2824,Education Loan,1372178,10.65,2019-11-20,Active
3044,4952,Education Loan,3860751,14.8,2022-03-20,Default
3045,3077,Car Loan,1971258,15.31,2021-03-14,Closed
3046,1448,Personal Loan,291090,10.31,2019-07-09,Active
3047,1416,Car Loan,1084624,13.9,2020-04-23,Active
3048,783,Car Loan,2937879,12.13,2018-08-17,Active
3049,4813,Personal Loan,3061648,8.27,2019-09-22,Active
3050,238,Home Loan,528602,8.97,2019-05-04,Closed
3051,236,Car Loan,4112716,9.38,2021-06-07,Active
3052,5405,Education Loan,4552689,14.97,2020-05-23,Active
3053,4572,Home Loan,4353493,13.83,2018-05-28,Active
3054,4423,Home Loan,3008449,15.43,2021-11-28,Default
3055,3053,Home Loan,3476565,10.58,2019-07-02,Active
3056,5514,Home Loan,1554462,8.85,2019-03-19,Active
3057,4350,Education Loan,4400919,11.39,2018-09-16,Closed
3058,59,Education Loan,807526,11.61,2020-08-20,Active
3059,5701,Personal Loan,2766939,7.15,2020-06-26,Active
3060,1278,Education Loan,4936805,13.9,2020-09-06,Active
3061,3890,Car Loan,3520983,7.38,2020-12-01,Active
3062,5287,Education Loan,407734,8.1,2020-12-27,Closed
3063,1400,Home Loan,2101476,10.22,2022-09-28,Active
3064,195,Education Loan,1648472,11.47,2019-03-09,Closed
3065,3058,Personal Loan,1432673,12.8,2021-04-28,Active
3066,1663,Education Loan,347557,13.85,2021-08-10,Default
3067,561,Personal Loan,2135907,15.11,2018-01-25,Closed
3068,138,Home Loan,1046388,8.11,2021-08-24,Active
3069,2240,Personal Loan,525707,14.52,2019-07-15,Active
3070,4296,Education Loan,4147815,11.5,2020-07-07,Active
3071,4844,Home Loan,2218985,7.83,2019-03-14,Active
3072,2376,Home Loan,4345637,7.83,2020-10-05,Active
3073,5807,Car Loan,1139152,9.51,2019-10-25,Closed
3074,825,Home Loan,1775431,7.01,2022-05-09,Default
3075,3550,Home Loan,3305751,13.43,2020-03-12,Active
3076,5962,Personal Loan,4356661,12.18,2020-04-19,Default
3077,2023,Education Loan,1735542,7.66,2022-03-06,Active
3078,3425,Car Loan,3809468,14.79,2022-03-11,Active
3079,5795,Education Loan,115729,9.24,2022-05-15,Closed
3080,4816,Car Loan,1088143,8.01,2021-12-27,Closed
3081,3897,Car Loan,2119223,13.81,2022-02-19,Default
3082,4559,Education Loan,1344611,10.15,2022-07-06,Active
3083,3105,Education Loan,3122992,14.71,2018-07-29,Active
3084,3640,Car Loan,307705,11.44,2021-11-10,Active
3085,3842,Education Loan,2446432,10.05,2021-03-12,Active
3086,4708,Car Loan,2943742,14.26,2021-06-10,Default
3087,700,Car Loan,4821759,10.36,2021-07-02,Active
3088,4388,Home Loan,2605982,14.8,2020-03-30,Active
3089,610,Personal Loan,4227568,8.61,2018-09-11,Active
3090,1660,Education Loan,1608282,7.47,2022-10-03,Active
3091,4418,Personal Loan,893483,11.33,2022-12-10,Active
3092,1238,Car Loan,4707238,9.53,2022-12-27,Default
3093,1780,Personal Loan,3126580,10.93,2018-03-20,Active
3094,590,Home Loan,2835390,10.18,2018-03-27,Active
3095,4278,Education Loan,933307,13.72,2022-07-19,Active
3096,5509,Education Loan,1339176,8.85,2018-08-05,Closed
3097,1277,Education Loan,2769255,7.9,2018-05-25,Active
3098,3485,Education Loan,1904374,11.03,2020-06-12,Closed
3099,4153,Car Loan,4569710,14.86,2022-11-12,Active
3100,1175,Personal Loan,4086977,9.66,2018-12-07,Closed
3101,209,Home Loan,3569167,7.95,2022-01-11,Active
3102,263,Home Loan,4399266,8.17,2019-04-28,Closed
3103,719,Home Loan,520763,13.45,2020-11-02,Active
3104,5128,Education Loan,1006396,12.6,2021-09-30,Active
3105,4655,Car Loan,4007108,14.03,2023-04-16,Active
3106,1413,Home Loan,3459472,10.66,2019-07-28,Active
3107,790,Personal Loan,4287113,14.29,2021-08-22,Closed
3108,1905,Personal Loan,939394,13.05,2018-08-21,Closed
3109,3157,Personal Loan,3569070,11.37,2022-12-29,Active
3110,3497,Personal Loan,2573635,6.55,2021-07-23,Active
